"accuracies","n_authors","n_samples","FE_algorithm","n_gram","doc_len"
"0.5207317073170732","41","20","Char n-gram","1","1-46"
"0.543089430894309","41","30","Char n-gram","1","1-46"
"0.5546341463414634","41","50","Char n-gram","1","1-46"
"0.5790243902439024","41","100","Char n-gram","1","1-46"
"0.599390243902439","41","200","Char n-gram","1","1-46"
"0.6009756097560975","41","300","Char n-gram","1","1-46"
"0.5945365853658536","41","500","Char n-gram","1","1-46"
"0.4833333333333333","42","10","Char n-gram","1","1-46"
"0.513095238095238","42","20","Char n-gram","1","1-46"
"0.5","42","30","Char n-gram","1","1-46"
"0.5357142857142857","42","50","Char n-gram","1","1-46"
"0.5657142857142856","42","100","Char n-gram","1","1-46"
"0.5747619047619048","42","200","Char n-gram","1","1-46"
"0.5807936507936506","42","300","Char n-gram","1","1-46"
"0.5835238095238094","42","500","Char n-gram","1","1-46"
"0.4558139534883721","43","10","Char n-gram","1","1-46"
"0.5011627906976744","43","20","Char n-gram","1","1-46"
"0.506201550387597","43","30","Char n-gram","1","1-46"
"0.5325581395348837","43","50","Char n-gram","1","1-46"
"0.5618604651162791","43","100","Char n-gram","1","1-46"
"0.5744186046511628","43","200","Char n-gram","1","1-46"
"0.5771317829457365","43","300","Char n-gram","1","1-46"
"0.5786976744186046","43","500","Char n-gram","1","1-46"
"0.46818181818181814","44","10","Char n-gram","1","1-46"
"0.4647727272727272","44","20","Char n-gram","1","1-46"
"0.5136363636363637","44","30","Char n-gram","1","1-46"
"0.5368181818181819","44","50","Char n-gram","1","1-46"
"0.5490909090909091","44","100","Char n-gram","1","1-46"
"0.5685227272727273","44","200","Char n-gram","1","1-46"
"0.576590909090909","44","300","Char n-gram","1","1-46"
"0.5669545454545453","44","500","Char n-gram","1","1-46"
"0.44222222222222224","45","10","Char n-gram","1","1-46"
"0.4955555555555556","45","20","Char n-gram","1","1-46"
"0.5037037037037037","45","30","Char n-gram","1","1-46"
"0.5262222222222223","45","50","Char n-gram","1","1-46"
"0.5555555555555556","45","100","Char n-gram","1","1-46"
"0.5535555555555555","45","200","Char n-gram","1","1-46"
"0.5461481481481482","45","300","Char n-gram","1","1-46"
"0.5634222222222222","45","500","Char n-gram","1","1-46"
"0.458695652173913","46","10","Char n-gram","1","1-46"
"0.5000000000000001","46","20","Char n-gram","1","1-46"
"0.5123188405797101","46","30","Char n-gram","1","1-46"
"0.5321739130434782","46","50","Char n-gram","1","1-46"
"0.5560869565217391","46","100","Char n-gram","1","1-46"
"0.558804347826087","46","200","Char n-gram","1","1-46"
"0.5707971014492753","46","300","Char n-gram","1","1-46"
"0.5640434782608695","46","500","Char n-gram","1","1-46"
"0.448936170212766","47","10","Char n-gram","1","1-46"
"0.502127659574468","47","20","Char n-gram","1","1-46"
"0.5297872340425531","47","30","Char n-gram","1","1-46"
"0.54","47","50","Char n-gram","1","1-46"
"0.5629787234042554","47","100","Char n-gram","1","1-46"
"0.5634042553191488","47","200","Char n-gram","1","1-46"
"0.5750354609929078","47","300","Char n-gram","1","1-46"
"0.5753617021276596","47","500","Char n-gram","1","1-46"
"0.42708333333333337","48","10","Char n-gram","1","1-46"
"0.5083333333333333","48","20","Char n-gram","1","1-46"
"0.513888888888889","48","30","Char n-gram","1","1-46"
"0.5179166666666666","48","50","Char n-gram","1","1-46"
"0.5516666666666666","48","100","Char n-gram","1","1-46"
"0.5596874999999999","48","200","Char n-gram","1","1-46"
"0.5589583333333333","48","300","Char n-gram","1","1-46"
"0.56325","48","500","Char n-gram","1","1-46"
"0.42857142857142855","49","10","Char n-gram","1","1-46"
"0.4959183673469387","49","20","Char n-gram","1","1-46"
"0.501360544217687","49","30","Char n-gram","1","1-46"
"0.5146938775510204","49","50","Char n-gram","1","1-46"
"0.5455102040816328","49","100","Char n-gram","1","1-46"
"0.5493877551020407","49","200","Char n-gram","1","1-46"
"0.5517006802721087","49","300","Char n-gram","1","1-46"
"0.558530612244898","49","500","Char n-gram","1","1-46"
"0.45200000000000007","50","10","Char n-gram","1","1-46"
"0.4709999999999999","50","20","Char n-gram","1","1-46"
"0.5","50","30","Char n-gram","1","1-46"
"0.516","50","50","Char n-gram","1","1-46"
"0.5314","50","100","Char n-gram","1","1-46"
"0.5481","50","200","Char n-gram","1","1-46"
"0.5518000000000001","50","300","Char n-gram","1","1-46"
"0.54916","50","500","Char n-gram","1","1-46"
"1.0","2","10","Char n-gram","2","1-46"
"1.0","2","20","Char n-gram","2","1-46"
"1.0","2","30","Char n-gram","2","1-46"
"1.0","2","50","Char n-gram","2","1-46"
"1.0","2","100","Char n-gram","2","1-46"
"1.0","2","200","Char n-gram","2","1-46"
"1.0","2","300","Char n-gram","2","1-46"
"1.0","2","500","Char n-gram","2","1-46"
"0.9666666666666666","3","10","Char n-gram","2","1-46"
"1.0","3","20","Char n-gram","2","1-46"
"1.0","3","30","Char n-gram","2","1-46"
"1.0","3","50","Char n-gram","2","1-46"
"1.0","3","100","Char n-gram","2","1-46"
"1.0","3","200","Char n-gram","2","1-46"
"1.0","3","300","Char n-gram","2","1-46"
"1.0","3","500","Char n-gram","2","1-46"
"0.95","4","10","Char n-gram","2","1-46"
"0.9875","4","20","Char n-gram","2","1-46"
"1.0","4","30","Char n-gram","2","1-46"
"1.0","4","50","Char n-gram","2","1-46"
"1.0","4","100","Char n-gram","2","1-46"
"1.0","4","200","Char n-gram","2","1-46"
"1.0","4","300","Char n-gram","2","1-46"
"1.0","4","500","Char n-gram","2","1-46"
"1.0","5","10","Char n-gram","2","1-46"
"1.0","5","20","Char n-gram","2","1-46"
"1.0","5","30","Char n-gram","2","1-46"
"1.0","5","50","Char n-gram","2","1-46"
"1.0","5","100","Char n-gram","2","1-46"
"1.0","5","200","Char n-gram","2","1-46"
"1.0","5","300","Char n-gram","2","1-46"
"1.0","5","500","Char n-gram","2","1-46"
"1.0","6","10","Char n-gram","2","1-46"
"0.9916666666666666","6","20","Char n-gram","2","1-46"
"1.0","6","30","Char n-gram","2","1-46"
"1.0","6","50","Char n-gram","2","1-46"
"1.0","6","100","Char n-gram","2","1-46"
"1.0","6","200","Char n-gram","2","1-46"
"1.0","6","300","Char n-gram","2","1-46"
"1.0","6","500","Char n-gram","2","1-46"
"1.0","7","10","Char n-gram","2","1-46"
"0.9928571428571429","7","20","Char n-gram","2","1-46"
"1.0","7","30","Char n-gram","2","1-46"
"1.0","7","50","Char n-gram","2","1-46"
"1.0","7","100","Char n-gram","2","1-46"
"1.0","7","200","Char n-gram","2","1-46"
"1.0","7","300","Char n-gram","2","1-46"
"1.0","7","500","Char n-gram","2","1-46"
"0.925","8","10","Char n-gram","2","1-46"
"0.95625","8","20","Char n-gram","2","1-46"
"0.9666666666666666","8","30","Char n-gram","2","1-46"
"0.97","8","50","Char n-gram","2","1-46"
"0.97625","8","100","Char n-gram","2","1-46"
"0.9862500000000001","8","200","Char n-gram","2","1-46"
"0.9891666666666665","8","300","Char n-gram","2","1-46"
"0.9919999999999998","8","500","Char n-gram","2","1-46"
"0.9","9","10","Char n-gram","2","1-46"
"0.9277777777777777","9","20","Char n-gram","2","1-46"
"0.937037037037037","9","30","Char n-gram","2","1-46"
"0.9666666666666668","9","50","Char n-gram","2","1-46"
"0.9777777777777779","9","100","Char n-gram","2","1-46"
"0.9822222222222221","9","200","Char n-gram","2","1-46"
"0.9899999999999999","9","300","Char n-gram","2","1-46"
"0.9915555555555556","9","500","Char n-gram","2","1-46"
"0.9000000000000001","10","10","Char n-gram","2","1-46"
"0.915","10","20","Char n-gram","2","1-46"
"0.9466666666666667","10","30","Char n-gram","2","1-46"
"0.9620000000000001","10","50","Char n-gram","2","1-46"
"0.9760000000000002","10","100","Char n-gram","2","1-46"
"0.982","10","200","Char n-gram","2","1-46"
"0.9869999999999999","10","300","Char n-gram","2","1-46"
"0.9896","10","500","Char n-gram","2","1-46"
"0.9","11","10","Char n-gram","2","1-46"
"0.9409090909090908","11","20","Char n-gram","2","1-46"
"0.9424242424242424","11","30","Char n-gram","2","1-46"
"0.9436363636363636","11","50","Char n-gram","2","1-46"
"0.9763636363636363","11","100","Char n-gram","2","1-46"
"0.9790909090909091","11","200","Char n-gram","2","1-46"
"0.988181818181818","11","300","Char n-gram","2","1-46"
"0.9850909090909091","11","500","Char n-gram","2","1-46"
"0.925","12","10","Char n-gram","2","1-46"
"0.9416666666666668","12","20","Char n-gram","2","1-46"
"0.9472222222222222","12","30","Char n-gram","2","1-46"
"0.9599999999999997","12","50","Char n-gram","2","1-46"
"0.9683333333333334","12","100","Char n-gram","2","1-46"
"0.9791666666666666","12","200","Char n-gram","2","1-46"
"0.9844444444444445","12","300","Char n-gram","2","1-46"
"0.9884999999999999","12","500","Char n-gram","2","1-46"
"0.9076923076923078","13","10","Char n-gram","2","1-46"
"0.9538461538461538","13","20","Char n-gram","2","1-46"
"0.9538461538461538","13","30","Char n-gram","2","1-46"
"0.9600000000000002","13","50","Char n-gram","2","1-46"
"0.97","13","100","Char n-gram","2","1-46"
"0.9784615384615384","13","200","Char n-gram","2","1-46"
"0.9866666666666667","13","300","Char n-gram","2","1-46"
"0.9903076923076922","13","500","Char n-gram","2","1-46"
"0.8714285714285713","14","10","Char n-gram","2","1-46"
"0.8678571428571429","14","20","Char n-gram","2","1-46"
"0.880952380952381","14","30","Char n-gram","2","1-46"
"0.8985714285714286","14","50","Char n-gram","2","1-46"
"0.9378571428571428","14","100","Char n-gram","2","1-46"
"0.9525","14","200","Char n-gram","2","1-46"
"0.9614285714285714","14","300","Char n-gram","2","1-46"
"0.9677142857142856","14","500","Char n-gram","2","1-46"
"0.82","15","10","Char n-gram","2","1-46"
"0.8433333333333335","15","20","Char n-gram","2","1-46"
"0.8533333333333333","15","30","Char n-gram","2","1-46"
"0.8733333333333333","15","50","Char n-gram","2","1-46"
"0.884","15","100","Char n-gram","2","1-46"
"0.9183333333333333","15","200","Char n-gram","2","1-46"
"0.937111111111111","15","300","Char n-gram","2","1-46"
"0.9516","15","500","Char n-gram","2","1-46"
"0.7875","16","10","Char n-gram","2","1-46"
"0.80625","16","20","Char n-gram","2","1-46"
"0.79375","16","30","Char n-gram","2","1-46"
"0.8375","16","50","Char n-gram","2","1-46"
"0.874375","16","100","Char n-gram","2","1-46"
"0.9071875","16","200","Char n-gram","2","1-46"
"0.9179166666666665","16","300","Char n-gram","2","1-46"
"0.931","16","500","Char n-gram","2","1-46"
"0.7470588235294118","17","10","Char n-gram","2","1-46"
"0.7852941176470587","17","20","Char n-gram","2","1-46"
"0.819607843137255","17","30","Char n-gram","2","1-46"
"0.8352941176470589","17","50","Char n-gram","2","1-46"
"0.8835294117647059","17","100","Char n-gram","2","1-46"
"0.9205882352941177","17","200","Char n-gram","2","1-46"
"0.9270588235294118","17","300","Char n-gram","2","1-46"
"0.9445882352941176","17","500","Char n-gram","2","1-46"
"0.7555555555555555","18","10","Char n-gram","2","1-46"
"0.775","18","20","Char n-gram","2","1-46"
"0.837037037037037","18","30","Char n-gram","2","1-46"
"0.8777777777777779","18","50","Char n-gram","2","1-46"
"0.8983333333333332","18","100","Char n-gram","2","1-46"
"0.9108333333333334","18","200","Char n-gram","2","1-46"
"0.9314814814814815","18","300","Char n-gram","2","1-46"
"0.940111111111111","18","500","Char n-gram","2","1-46"
"0.7842105263157895","19","10","Char n-gram","2","1-46"
"0.8157894736842104","19","20","Char n-gram","2","1-46"
"0.8333333333333333","19","30","Char n-gram","2","1-46"
"0.8326315789473684","19","50","Char n-gram","2","1-46"
"0.8757894736842106","19","100","Char n-gram","2","1-46"
"0.9023684210526316","19","200","Char n-gram","2","1-46"
"0.9131578947368422","19","300","Char n-gram","2","1-46"
"0.9329473684210526","19","500","Char n-gram","2","1-46"
"0.72","20","10","Char n-gram","2","1-46"
"0.7675000000000001","20","20","Char n-gram","2","1-46"
"0.7766666666666666","20","30","Char n-gram","2","1-46"
"0.8210000000000001","20","50","Char n-gram","2","1-46"
"0.8504999999999999","20","100","Char n-gram","2","1-46"
"0.901","20","200","Char n-gram","2","1-46"
"0.9030000000000001","20","300","Char n-gram","2","1-46"
"0.9222000000000001","20","500","Char n-gram","2","1-46"
"0.7761904761904761","21","10","Char n-gram","2","1-46"
"0.7333333333333332","21","20","Char n-gram","2","1-46"
"0.7952380952380953","21","30","Char n-gram","2","1-46"
"0.8314285714285715","21","50","Char n-gram","2","1-46"
"0.8585714285714285","21","100","Char n-gram","2","1-46"
"0.9016666666666666","21","200","Char n-gram","2","1-46"
"0.9044444444444446","21","300","Char n-gram","2","1-46"
"0.925142857142857","21","500","Char n-gram","2","1-46"
"0.7","22","10","Char n-gram","2","1-46"
"0.7431818181818183","22","20","Char n-gram","2","1-46"
"0.7893939393939393","22","30","Char n-gram","2","1-46"
"0.8027272727272727","22","50","Char n-gram","2","1-46"
"0.8440909090909091","22","100","Char n-gram","2","1-46"
"0.8820454545454547","22","200","Char n-gram","2","1-46"
"0.8871212121212121","22","300","Char n-gram","2","1-46"
"0.9028181818181817","22","500","Char n-gram","2","1-46"
"0.6565217391304348","23","10","Char n-gram","2","1-46"
"0.7630434782608695","23","20","Char n-gram","2","1-46"
"0.7478260869565218","23","30","Char n-gram","2","1-46"
"0.7956521739130434","23","50","Char n-gram","2","1-46"
"0.8304347826086957","23","100","Char n-gram","2","1-46"
"0.878695652173913","23","200","Char n-gram","2","1-46"
"0.8894202898550724","23","300","Char n-gram","2","1-46"
"0.8984347826086957","23","500","Char n-gram","2","1-46"
"0.6916666666666668","24","10","Char n-gram","2","1-46"
"0.74375","24","20","Char n-gram","2","1-46"
"0.7569444444444444","24","30","Char n-gram","2","1-46"
"0.7916666666666667","24","50","Char n-gram","2","1-46"
"0.8225","24","100","Char n-gram","2","1-46"
"0.859375","24","200","Char n-gram","2","1-46"
"0.8844444444444444","24","300","Char n-gram","2","1-46"
"0.9018333333333333","24","500","Char n-gram","2","1-46"
"0.6439999999999999","25","10","Char n-gram","2","1-46"
"0.746","25","20","Char n-gram","2","1-46"
"0.7639999999999999","25","30","Char n-gram","2","1-46"
"0.7936","25","50","Char n-gram","2","1-46"
"0.8192","25","100","Char n-gram","2","1-46"
"0.8474","25","200","Char n-gram","2","1-46"
"0.8669333333333334","25","300","Char n-gram","2","1-46"
"0.88536","25","500","Char n-gram","2","1-46"
"0.6807692307692308","26","10","Char n-gram","2","1-46"
"0.7288461538461538","26","20","Char n-gram","2","1-46"
"0.773076923076923","26","30","Char n-gram","2","1-46"
"0.7930769230769231","26","50","Char n-gram","2","1-46"
"0.8196153846153846","26","100","Char n-gram","2","1-46"
"0.8590384615384614","26","200","Char n-gram","2","1-46"
"0.8794871794871794","26","300","Char n-gram","2","1-46"
"0.8939999999999999","26","500","Char n-gram","2","1-46"
"0.6555555555555557","27","10","Char n-gram","2","1-46"
"0.7092592592592593","27","20","Char n-gram","2","1-46"
"0.737037037037037","27","30","Char n-gram","2","1-46"
"0.7792592592592593","27","50","Char n-gram","2","1-46"
"0.8122222222222222","27","100","Char n-gram","2","1-46"
"0.836111111111111","27","200","Char n-gram","2","1-46"
"0.86","27","300","Char n-gram","2","1-46"
"0.8751851851851852","27","500","Char n-gram","2","1-46"
"0.6392857142857142","28","10","Char n-gram","2","1-46"
"0.6785714285714285","28","20","Char n-gram","2","1-46"
"0.6940476190476191","28","30","Char n-gram","2","1-46"
"0.7471428571428571","28","50","Char n-gram","2","1-46"
"0.7925","28","100","Char n-gram","2","1-46"
"0.8255357142857142","28","200","Char n-gram","2","1-46"
"0.8428571428571427","28","300","Char n-gram","2","1-46"
"0.8623571428571429","28","500","Char n-gram","2","1-46"
"0.6586206896551724","29","10","Char n-gram","2","1-46"
"0.6810344827586207","29","20","Char n-gram","2","1-46"
"0.7160919540229884","29","30","Char n-gram","2","1-46"
"0.7455172413793103","29","50","Char n-gram","2","1-46"
"0.7872413793103448","29","100","Char n-gram","2","1-46"
"0.8258620689655173","29","200","Char n-gram","2","1-46"
"0.8422988505747127","29","300","Char n-gram","2","1-46"
"0.8640689655172414","29","500","Char n-gram","2","1-46"
"0.6133333333333333","30","10","Char n-gram","2","1-46"
"0.6683333333333332","30","20","Char n-gram","2","1-46"
"0.7022222222222222","30","30","Char n-gram","2","1-46"
"0.7113333333333334","30","50","Char n-gram","2","1-46"
"0.7883333333333333","30","100","Char n-gram","2","1-46"
"0.8138333333333334","30","200","Char n-gram","2","1-46"
"0.8310000000000001","30","300","Char n-gram","2","1-46"
"0.8590666666666668","30","500","Char n-gram","2","1-46"
"0.5838709677419355","31","10","Char n-gram","2","1-46"
"0.6370967741935484","31","20","Char n-gram","2","1-46"
"0.6752688172043012","31","30","Char n-gram","2","1-46"
"0.7051612903225806","31","50","Char n-gram","2","1-46"
"0.7593548387096775","31","100","Char n-gram","2","1-46"
"0.7970967741935484","31","200","Char n-gram","2","1-46"
"0.8258064516129032","31","300","Char n-gram","2","1-46"
"0.8379999999999999","31","500","Char n-gram","2","1-46"
"0.559375","32","10","Char n-gram","2","1-46"
"0.6171875","32","20","Char n-gram","2","1-46"
"0.6489583333333333","32","30","Char n-gram","2","1-46"
"0.70625","32","50","Char n-gram","2","1-46"
"0.7550000000000001","32","100","Char n-gram","2","1-46"
"0.79109375","32","200","Char n-gram","2","1-46"
"0.8054166666666667","32","300","Char n-gram","2","1-46"
"0.834625","32","500","Char n-gram","2","1-46"
"0.5727272727272728","33","10","Char n-gram","2","1-46"
"0.6318181818181818","33","20","Char n-gram","2","1-46"
"0.6838383838383838","33","30","Char n-gram","2","1-46"
"0.6806060606060607","33","50","Char n-gram","2","1-46"
"0.7290909090909091","33","100","Char n-gram","2","1-46"
"0.7795454545454545","33","200","Char n-gram","2","1-46"
"0.8028282828282828","33","300","Char n-gram","2","1-46"
"0.8215757575757575","33","500","Char n-gram","2","1-46"
"0.5647058823529412","34","10","Char n-gram","2","1-46"
"0.6235294117647058","34","20","Char n-gram","2","1-46"
"0.6558823529411765","34","30","Char n-gram","2","1-46"
"0.6770588235294118","34","50","Char n-gram","2","1-46"
"0.7408823529411765","34","100","Char n-gram","2","1-46"
"0.7827941176470589","34","200","Char n-gram","2","1-46"
"0.8003921568627451","34","300","Char n-gram","2","1-46"
"0.8242352941176472","34","500","Char n-gram","2","1-46"
"0.5714285714285714","35","10","Char n-gram","2","1-46"
"0.6042857142857142","35","20","Char n-gram","2","1-46"
"0.6514285714285715","35","30","Char n-gram","2","1-46"
"0.685142857142857","35","50","Char n-gram","2","1-46"
"0.7162857142857143","35","100","Char n-gram","2","1-46"
"0.7694285714285714","35","200","Char n-gram","2","1-46"
"0.7916190476190477","35","300","Char n-gram","2","1-46"
"0.8101142857142858","35","500","Char n-gram","2","1-46"
"0.5555555555555556","36","10","Char n-gram","2","1-46"
"0.6166666666666668","36","20","Char n-gram","2","1-46"
"0.612037037037037","36","30","Char n-gram","2","1-46"
"0.6816666666666668","36","50","Char n-gram","2","1-46"
"0.7172222222222222","36","100","Char n-gram","2","1-46"
"0.7636111111111111","36","200","Char n-gram","2","1-46"
"0.7721296296296296","36","300","Char n-gram","2","1-46"
"0.7972777777777778","36","500","Char n-gram","2","1-46"
"0.5783783783783785","37","10","Char n-gram","2","1-46"
"0.5986486486486486","37","20","Char n-gram","2","1-46"
"0.6432432432432432","37","30","Char n-gram","2","1-46"
"0.6675675675675676","37","50","Char n-gram","2","1-46"
"0.7270270270270272","37","100","Char n-gram","2","1-46"
"0.77","37","200","Char n-gram","2","1-46"
"0.7820720720720721","37","300","Char n-gram","2","1-46"
"0.8003783783783784","37","500","Char n-gram","2","1-46"
"0.581578947368421","38","10","Char n-gram","2","1-46"
"0.6105263157894738","38","20","Char n-gram","2","1-46"
"0.6122807017543859","38","30","Char n-gram","2","1-46"
"0.6526315789473685","38","50","Char n-gram","2","1-46"
"0.7136842105263158","38","100","Char n-gram","2","1-46"
"0.7621052631578947","38","200","Char n-gram","2","1-46"
"0.7826315789473683","38","300","Char n-gram","2","1-46"
"0.7978421052631579","38","500","Char n-gram","2","1-46"
"0.558974358974359","39","10","Char n-gram","2","1-46"
"0.6025641025641028","39","20","Char n-gram","2","1-46"
"0.635897435897436","39","30","Char n-gram","2","1-46"
"0.6723076923076924","39","50","Char n-gram","2","1-46"
"0.7097435897435898","39","100","Char n-gram","2","1-46"
"0.7567948717948718","39","200","Char n-gram","2","1-46"
"0.7886324786324785","39","300","Char n-gram","2","1-46"
"0.8058974358974359","39","500","Char n-gram","2","1-46"
"0.56","40","10","Char n-gram","2","1-46"
"0.5987500000000001","40","20","Char n-gram","2","1-46"
"0.6224999999999999","40","30","Char n-gram","2","1-46"
"0.651","40","50","Char n-gram","2","1-46"
"0.7097499999999999","40","100","Char n-gram","2","1-46"
"0.75275","40","200","Char n-gram","2","1-46"
"0.7650833333333333","40","300","Char n-gram","2","1-46"
"0.7958500000000001","40","500","Char n-gram","2","1-46"
"0.5658536585365853","41","10","Char n-gram","2","1-46"
"0.5878048780487803","41","20","Char n-gram","2","1-46"
"0.6211382113821138","41","30","Char n-gram","2","1-46"
"0.6541463414634145","41","50","Char n-gram","2","1-46"
"0.7075609756097561","41","100","Char n-gram","2","1-46"
"0.7460975609756098","41","200","Char n-gram","2","1-46"
"0.7653658536585365","41","300","Char n-gram","2","1-46"
"0.7919024390243903","41","500","Char n-gram","2","1-46"
"0.5285714285714286","42","10","Char n-gram","2","1-46"
"0.5678571428571428","42","20","Char n-gram","2","1-46"
"0.5880952380952381","42","30","Char n-gram","2","1-46"
"0.653809523809524","42","50","Char n-gram","2","1-46"
"0.690952380952381","42","100","Char n-gram","2","1-46"
"0.7334523809523809","42","200","Char n-gram","2","1-46"
"0.755","42","300","Char n-gram","2","1-46"
"0.7780952380952382","42","500","Char n-gram","2","1-46"
"0.4906976744186046","43","10","Char n-gram","2","1-46"
"0.5930232558139534","43","20","Char n-gram","2","1-46"
"0.5829457364341085","43","30","Char n-gram","2","1-46"
"0.6372093023255814","43","50","Char n-gram","2","1-46"
"0.6755813953488372","43","100","Char n-gram","2","1-46"
"0.7245348837209302","43","200","Char n-gram","2","1-46"
"0.7422480620155039","43","300","Char n-gram","2","1-46"
"0.7726511627906977","43","500","Char n-gram","2","1-46"
"0.509090909090909","44","10","Char n-gram","2","1-46"
"0.5670454545454546","44","20","Char n-gram","2","1-46"
"0.584848484848485","44","30","Char n-gram","2","1-46"
"0.6331818181818183","44","50","Char n-gram","2","1-46"
"0.6693181818181818","44","100","Char n-gram","2","1-46"
"0.7155681818181818","44","200","Char n-gram","2","1-46"
"0.7392424242424244","44","300","Char n-gram","2","1-46"
"0.7595","44","500","Char n-gram","2","1-46"
"0.5333333333333332","45","10","Char n-gram","2","1-46"
"0.5455555555555556","45","20","Char n-gram","2","1-46"
"0.5881481481481481","45","30","Char n-gram","2","1-46"
"0.6115555555555556","45","50","Char n-gram","2","1-46"
"0.6608888888888889","45","100","Char n-gram","2","1-46"
"0.7125555555555556","45","200","Char n-gram","2","1-46"
"0.7357777777777778","45","300","Char n-gram","2","1-46"
"0.7590222222222224","45","500","Char n-gram","2","1-46"
"0.5195652173913043","46","10","Char n-gram","2","1-46"
"0.5728260869565218","46","20","Char n-gram","2","1-46"
"0.5695652173913043","46","30","Char n-gram","2","1-46"
"0.6191304347826087","46","50","Char n-gram","2","1-46"
"0.6671739130434783","46","100","Char n-gram","2","1-46"
"0.7168478260869565","46","200","Char n-gram","2","1-46"
"0.7357246376811595","46","300","Char n-gram","2","1-46"
"0.7564347826086958","46","500","Char n-gram","2","1-46"
"0.5234042553191489","47","10","Char n-gram","2","1-46"
"0.5638297872340425","47","20","Char n-gram","2","1-46"
"0.5851063829787234","47","30","Char n-gram","2","1-46"
"0.6238297872340426","47","50","Char n-gram","2","1-46"
"0.6738297872340425","47","100","Char n-gram","2","1-46"
"0.7185106382978723","47","200","Char n-gram","2","1-46"
"0.7428368794326241","47","300","Char n-gram","2","1-46"
"0.7638297872340426","47","500","Char n-gram","2","1-46"
"0.5229166666666666","48","10","Char n-gram","2","1-46"
"0.5583333333333333","48","20","Char n-gram","2","1-46"
"0.5555555555555556","48","30","Char n-gram","2","1-46"
"0.6229166666666666","48","50","Char n-gram","2","1-46"
"0.6585416666666667","48","100","Char n-gram","2","1-46"
"0.7132291666666668","48","200","Char n-gram","2","1-46"
"0.7305555555555556","48","300","Char n-gram","2","1-46"
"0.7494583333333333","48","500","Char n-gram","2","1-46"
"0.5040816326530613","49","10","Char n-gram","2","1-46"
"0.5448979591836733","49","20","Char n-gram","2","1-46"
"0.5693877551020408","49","30","Char n-gram","2","1-46"
"0.6175510204081631","49","50","Char n-gram","2","1-46"
"0.6512244897959183","49","100","Char n-gram","2","1-46"
"0.7014285714285714","49","200","Char n-gram","2","1-46"
"0.7202721088435375","49","300","Char n-gram","2","1-46"
"0.7432244897959184","49","500","Char n-gram","2","1-46"
"0.496","50","10","Char n-gram","2","1-46"
"0.5119999999999999","50","20","Char n-gram","2","1-46"
"0.5533333333333333","50","30","Char n-gram","2","1-46"
"0.596","50","50","Char n-gram","2","1-46"
"0.6486000000000001","50","100","Char n-gram","2","1-46"
"0.6859000000000001","50","200","Char n-gram","2","1-46"
"0.7121333333333333","50","300","Char n-gram","2","1-46"
"0.73644","50","500","Char n-gram","2","1-46"
"1.0","2","10","Char n-gram","3","1-46"
"1.0","2","20","Char n-gram","3","1-46"
"1.0","2","30","Char n-gram","3","1-46"
"1.0","2","50","Char n-gram","3","1-46"
"1.0","2","100","Char n-gram","3","1-46"
"1.0","2","200","Char n-gram","3","1-46"
"1.0","2","300","Char n-gram","3","1-46"
"1.0","2","500","Char n-gram","3","1-46"
"0.9666666666666666","3","10","Char n-gram","3","1-46"
"1.0","3","20","Char n-gram","3","1-46"
"1.0","3","30","Char n-gram","3","1-46"
"1.0","3","50","Char n-gram","3","1-46"
"1.0","3","100","Char n-gram","3","1-46"
"1.0","3","200","Char n-gram","3","1-46"
"1.0","3","300","Char n-gram","3","1-46"
"1.0","3","500","Char n-gram","3","1-46"
"1.0","4","10","Char n-gram","3","1-46"
"1.0","4","20","Char n-gram","3","1-46"
"1.0","4","30","Char n-gram","3","1-46"
"1.0","4","50","Char n-gram","3","1-46"
"1.0","4","100","Char n-gram","3","1-46"
"1.0","4","200","Char n-gram","3","1-46"
"1.0","4","300","Char n-gram","3","1-46"
"1.0","4","500","Char n-gram","3","1-46"
"0.9800000000000001","5","10","Char n-gram","3","1-46"
"1.0","5","20","Char n-gram","3","1-46"
"1.0","5","30","Char n-gram","3","1-46"
"1.0","5","50","Char n-gram","3","1-46"
"1.0","5","100","Char n-gram","3","1-46"
"1.0","5","200","Char n-gram","3","1-46"
"1.0","5","300","Char n-gram","3","1-46"
"1.0","5","500","Char n-gram","3","1-46"
"0.9833333333333334","6","10","Char n-gram","3","1-46"
"1.0","6","20","Char n-gram","3","1-46"
"0.9944444444444445","6","30","Char n-gram","3","1-46"
"1.0","6","50","Char n-gram","3","1-46"
"1.0","6","100","Char n-gram","3","1-46"
"1.0","6","200","Char n-gram","3","1-46"
"1.0","6","300","Char n-gram","3","1-46"
"1.0","6","500","Char n-gram","3","1-46"
"0.9857142857142858","7","10","Char n-gram","3","1-46"
"0.9928571428571429","7","20","Char n-gram","3","1-46"
"0.9952380952380953","7","30","Char n-gram","3","1-46"
"0.9971428571428571","7","50","Char n-gram","3","1-46"
"1.0","7","100","Char n-gram","3","1-46"
"1.0","7","200","Char n-gram","3","1-46"
"1.0","7","300","Char n-gram","3","1-46"
"1.0","7","500","Char n-gram","3","1-46"
"0.95","8","10","Char n-gram","3","1-46"
"0.94375","8","20","Char n-gram","3","1-46"
"0.9541666666666666","8","30","Char n-gram","3","1-46"
"0.9450000000000001","8","50","Char n-gram","3","1-46"
"0.9712499999999998","8","100","Char n-gram","3","1-46"
