accuracies,n_authors,n_samples,FE_algorithm,n_gram,FE_algorithm_ngram
0.588,25,50,Word n-gram,3,Word n-gram 3
0.6923999999999999,25,100,Word n-gram,3,Word n-gram 3
0.7436,25,200,Word n-gram,3,Word n-gram 3
0.7786666666666666,25,300,Word n-gram,3,Word n-gram 3
0.8262400000000001,25,500,Word n-gram,3,Word n-gram 3
0.46153846153846156,26,10,Word n-gram,3,Word n-gram 3
0.5250000000000001,26,20,Word n-gram,3,Word n-gram 3
0.5846153846153845,26,30,Word n-gram,3,Word n-gram 3
0.6292307692307691,26,50,Word n-gram,3,Word n-gram 3
0.673846153846154,26,100,Word n-gram,3,Word n-gram 3
0.7538461538461538,26,200,Word n-gram,3,Word n-gram 3
0.7980769230769231,26,300,Word n-gram,3,Word n-gram 3
0.8306923076923077,26,500,Word n-gram,3,Word n-gram 3
0.4518518518518519,27,10,Word n-gram,3,Word n-gram 3
0.5037037037037038,27,20,Word n-gram,3,Word n-gram 3
0.5419753086419752,27,30,Word n-gram,3,Word n-gram 3
0.6125925925925926,27,50,Word n-gram,3,Word n-gram 3
0.662962962962963,27,100,Word n-gram,3,Word n-gram 3
0.7383333333333333,27,200,Word n-gram,3,Word n-gram 3
0.7806172839506174,27,300,Word n-gram,3,Word n-gram 3
0.813925925925926,27,500,Word n-gram,3,Word n-gram 3
0.4214285714285714,28,10,Word n-gram,3,Word n-gram 3
0.48571428571428565,28,20,Word n-gram,3,Word n-gram 3
0.5023809523809525,28,30,Word n-gram,3,Word n-gram 3
0.5671428571428571,28,50,Word n-gram,3,Word n-gram 3
0.6360714285714285,28,100,Word n-gram,3,Word n-gram 3
0.70625,28,200,Word n-gram,3,Word n-gram 3
0.7432142857142856,28,300,Word n-gram,3,Word n-gram 3
0.7906428571428572,28,500,Word n-gram,3,Word n-gram 3
0.45862068965517244,29,10,Word n-gram,3,Word n-gram 3
0.46206896551724136,29,20,Word n-gram,3,Word n-gram 3
0.5264367816091955,29,30,Word n-gram,3,Word n-gram 3
0.5958620689655173,29,50,Word n-gram,3,Word n-gram 3
0.6558620689655172,29,100,Word n-gram,3,Word n-gram 3
0.7274137931034482,29,200,Word n-gram,3,Word n-gram 3
0.7566666666666667,29,300,Word n-gram,3,Word n-gram 3
0.7901379310344827,29,500,Word n-gram,3,Word n-gram 3
0.4600000000000001,30,10,Word n-gram,3,Word n-gram 3
0.47000000000000003,30,20,Word n-gram,3,Word n-gram 3
0.5255555555555556,30,30,Word n-gram,3,Word n-gram 3
0.5713333333333332,30,50,Word n-gram,3,Word n-gram 3
0.6556666666666666,30,100,Word n-gram,3,Word n-gram 3
0.7056666666666666,30,200,Word n-gram,3,Word n-gram 3
0.7418888888888888,30,300,Word n-gram,3,Word n-gram 3
0.7889333333333333,30,500,Word n-gram,3,Word n-gram 3
0.432258064516129,31,10,Word n-gram,3,Word n-gram 3
0.4661290322580645,31,20,Word n-gram,3,Word n-gram 3
0.5,31,30,Word n-gram,3,Word n-gram 3
0.5522580645161291,31,50,Word n-gram,3,Word n-gram 3
0.6161290322580645,31,100,Word n-gram,3,Word n-gram 3
0.6829032258064516,31,200,Word n-gram,3,Word n-gram 3
0.7249462365591397,31,300,Word n-gram,3,Word n-gram 3
0.7662580645161291,31,500,Word n-gram,3,Word n-gram 3
0.45,32,10,Word n-gram,3,Word n-gram 3
0.4515625,32,20,Word n-gram,3,Word n-gram 3
0.5156249999999999,32,30,Word n-gram,3,Word n-gram 3
0.5725,32,50,Word n-gram,3,Word n-gram 3
0.620625,32,100,Word n-gram,3,Word n-gram 3
0.68421875,32,200,Word n-gram,3,Word n-gram 3
0.7272916666666667,32,300,Word n-gram,3,Word n-gram 3
0.7722499999999999,32,500,Word n-gram,3,Word n-gram 3
0.4121212121212121,33,10,Word n-gram,3,Word n-gram 3
0.46515151515151515,33,20,Word n-gram,3,Word n-gram 3
0.4858585858585859,33,30,Word n-gram,3,Word n-gram 3
0.5430303030303031,33,50,Word n-gram,3,Word n-gram 3
0.6151515151515152,33,100,Word n-gram,3,Word n-gram 3
0.675,33,200,Word n-gram,3,Word n-gram 3
0.7106060606060606,33,300,Word n-gram,3,Word n-gram 3
0.7586060606060606,33,500,Word n-gram,3,Word n-gram 3
0.41470588235294115,34,10,Word n-gram,3,Word n-gram 3
0.4632352941176471,34,20,Word n-gram,3,Word n-gram 3
0.503921568627451,34,30,Word n-gram,3,Word n-gram 3
0.5605882352941176,34,50,Word n-gram,3,Word n-gram 3
0.6220588235294118,34,100,Word n-gram,3,Word n-gram 3
0.6811764705882353,34,200,Word n-gram,3,Word n-gram 3
0.7234313725490196,34,300,Word n-gram,3,Word n-gram 3
0.7634705882352941,34,500,Word n-gram,3,Word n-gram 3
0.41999999999999993,35,10,Word n-gram,3,Word n-gram 3
0.4557142857142857,35,20,Word n-gram,3,Word n-gram 3
0.5,35,30,Word n-gram,3,Word n-gram 3
0.5274285714285715,35,50,Word n-gram,3,Word n-gram 3
0.6062857142857143,35,100,Word n-gram,3,Word n-gram 3
0.6594285714285715,35,200,Word n-gram,3,Word n-gram 3
0.7021904761904761,35,300,Word n-gram,3,Word n-gram 3
0.7470857142857144,35,500,Word n-gram,3,Word n-gram 3
0.4027777777777778,36,10,Word n-gram,3,Word n-gram 3
0.4736111111111111,36,20,Word n-gram,3,Word n-gram 3
0.48888888888888893,36,30,Word n-gram,3,Word n-gram 3
0.5383333333333333,36,50,Word n-gram,3,Word n-gram 3
0.5841666666666667,36,100,Word n-gram,3,Word n-gram 3
0.6580555555555556,36,200,Word n-gram,3,Word n-gram 3
0.6906481481481482,36,300,Word n-gram,3,Word n-gram 3
0.741,36,500,Word n-gram,3,Word n-gram 3
0.3918918918918919,37,10,Word n-gram,3,Word n-gram 3
0.46081081081081077,37,20,Word n-gram,3,Word n-gram 3
0.4657657657657658,37,30,Word n-gram,3,Word n-gram 3
0.528108108108108,37,50,Word n-gram,3,Word n-gram 3
0.5816216216216217,37,100,Word n-gram,3,Word n-gram 3
0.6566216216216215,37,200,Word n-gram,3,Word n-gram 3
0.6815315315315316,37,300,Word n-gram,3,Word n-gram 3
0.733891891891892,37,500,Word n-gram,3,Word n-gram 3
0.4078947368421052,38,10,Word n-gram,3,Word n-gram 3
0.46052631578947373,38,20,Word n-gram,3,Word n-gram 3
0.46140350877192987,38,30,Word n-gram,3,Word n-gram 3
0.5189473684210526,38,50,Word n-gram,3,Word n-gram 3
0.5894736842105264,38,100,Word n-gram,3,Word n-gram 3
0.6596052631578948,38,200,Word n-gram,3,Word n-gram 3
0.6899122807017545,38,300,Word n-gram,3,Word n-gram 3
0.7368947368421053,38,500,Word n-gram,3,Word n-gram 3
0.3820512820512821,39,10,Word n-gram,3,Word n-gram 3
0.4282051282051282,39,20,Word n-gram,3,Word n-gram 3
0.4461538461538462,39,30,Word n-gram,3,Word n-gram 3
0.4902564102564103,39,50,Word n-gram,3,Word n-gram 3
0.5694871794871794,39,100,Word n-gram,3,Word n-gram 3
0.6326923076923077,39,200,Word n-gram,3,Word n-gram 3
0.6855555555555556,39,300,Word n-gram,3,Word n-gram 3
0.7314358974358974,39,500,Word n-gram,3,Word n-gram 3
0.41,40,10,Word n-gram,3,Word n-gram 3
0.4325,40,20,Word n-gram,3,Word n-gram 3
0.45916666666666667,40,30,Word n-gram,3,Word n-gram 3
0.5045,40,50,Word n-gram,3,Word n-gram 3
0.584,40,100,Word n-gram,3,Word n-gram 3
0.640625,40,200,Word n-gram,3,Word n-gram 3
0.6797500000000001,40,300,Word n-gram,3,Word n-gram 3
0.72575,40,500,Word n-gram,3,Word n-gram 3
0.3902439024390244,41,10,Word n-gram,3,Word n-gram 3
0.4329268292682927,41,20,Word n-gram,3,Word n-gram 3
0.4560975609756097,41,30,Word n-gram,3,Word n-gram 3
0.49902439024390255,41,50,Word n-gram,3,Word n-gram 3
0.5646341463414635,41,100,Word n-gram,3,Word n-gram 3
0.6319512195121951,41,200,Word n-gram,3,Word n-gram 3
0.6658536585365854,41,300,Word n-gram,3,Word n-gram 3
0.711951219512195,41,500,Word n-gram,3,Word n-gram 3
0.38095238095238093,42,10,Word n-gram,3,Word n-gram 3
0.42142857142857143,42,20,Word n-gram,3,Word n-gram 3
0.4436507936507936,42,30,Word n-gram,3,Word n-gram 3
0.4966666666666667,42,50,Word n-gram,3,Word n-gram 3
0.5511904761904762,42,100,Word n-gram,3,Word n-gram 3
0.6210714285714285,42,200,Word n-gram,3,Word n-gram 3
0.6484126984126986,42,300,Word n-gram,3,Word n-gram 3
0.7041428571428571,42,500,Word n-gram,3,Word n-gram 3
0.35348837209302325,43,10,Word n-gram,3,Word n-gram 3
0.3953488372093023,43,20,Word n-gram,3,Word n-gram 3
0.44651162790697674,43,30,Word n-gram,3,Word n-gram 3
0.4893023255813954,43,50,Word n-gram,3,Word n-gram 3
0.5390697674418605,43,100,Word n-gram,3,Word n-gram 3
0.6147674418604652,43,200,Word n-gram,3,Word n-gram 3
0.6405426356589147,43,300,Word n-gram,3,Word n-gram 3
0.6928837209302325,43,500,Word n-gram,3,Word n-gram 3
0.31363636363636366,44,10,Word n-gram,3,Word n-gram 3
0.40681818181818186,44,20,Word n-gram,3,Word n-gram 3
0.4196969696969696,44,30,Word n-gram,3,Word n-gram 3
0.4595454545454546,44,50,Word n-gram,3,Word n-gram 3
0.5352272727272728,44,100,Word n-gram,3,Word n-gram 3
0.5910227272727273,44,200,Word n-gram,3,Word n-gram 3
0.6343939393939395,44,300,Word n-gram,3,Word n-gram 3
0.6863181818181818,44,500,Word n-gram,3,Word n-gram 3
0.37555555555555553,45,10,Word n-gram,3,Word n-gram 3
0.4011111111111111,45,20,Word n-gram,3,Word n-gram 3
0.42296296296296293,45,30,Word n-gram,3,Word n-gram 3
0.4706666666666667,45,50,Word n-gram,3,Word n-gram 3
0.5357777777777778,45,100,Word n-gram,3,Word n-gram 3
0.598111111111111,45,200,Word n-gram,3,Word n-gram 3
0.6404444444444445,45,300,Word n-gram,3,Word n-gram 3
0.6856444444444445,45,500,Word n-gram,3,Word n-gram 3
0.38260869565217387,46,10,Word n-gram,3,Word n-gram 3
0.4043478260869565,46,20,Word n-gram,3,Word n-gram 3
0.4318840579710145,46,30,Word n-gram,3,Word n-gram 3
0.45260869565217393,46,50,Word n-gram,3,Word n-gram 3
0.523695652173913,46,100,Word n-gram,3,Word n-gram 3
0.5920652173913044,46,200,Word n-gram,3,Word n-gram 3
0.6305797101449275,46,300,Word n-gram,3,Word n-gram 3
0.6797826086956522,46,500,Word n-gram,3,Word n-gram 3
0.34042553191489355,47,10,Word n-gram,3,Word n-gram 3
0.4170212765957447,47,20,Word n-gram,3,Word n-gram 3
0.44680851063829785,47,30,Word n-gram,3,Word n-gram 3
0.47999999999999987,47,50,Word n-gram,3,Word n-gram 3
0.5382978723404255,47,100,Word n-gram,3,Word n-gram 3
0.6025531914893617,47,200,Word n-gram,3,Word n-gram 3
0.6343971631205674,47,300,Word n-gram,3,Word n-gram 3
0.6777872340425531,47,500,Word n-gram,3,Word n-gram 3
0.37083333333333335,48,10,Word n-gram,3,Word n-gram 3
0.3958333333333333,48,20,Word n-gram,3,Word n-gram 3
0.4256944444444445,48,30,Word n-gram,3,Word n-gram 3
0.45500000000000007,48,50,Word n-gram,3,Word n-gram 3
0.53125,48,100,Word n-gram,3,Word n-gram 3
0.5865625000000001,48,200,Word n-gram,3,Word n-gram 3
0.6217361111111112,48,300,Word n-gram,3,Word n-gram 3
0.6674583333333333,48,500,Word n-gram,3,Word n-gram 3
0.3612244897959183,49,10,Word n-gram,3,Word n-gram 3
0.4040816326530612,49,20,Word n-gram,3,Word n-gram 3
0.4217687074829932,49,30,Word n-gram,3,Word n-gram 3
0.466530612244898,49,50,Word n-gram,3,Word n-gram 3
0.5281632653061223,49,100,Word n-gram,3,Word n-gram 3
0.5826530612244898,49,200,Word n-gram,3,Word n-gram 3
0.6187755102040816,49,300,Word n-gram,3,Word n-gram 3
0.667387755102041,49,500,Word n-gram,3,Word n-gram 3
0.33199999999999996,50,10,Word n-gram,3,Word n-gram 3
0.39099999999999996,50,20,Word n-gram,3,Word n-gram 3
0.41,50,30,Word n-gram,3,Word n-gram 3
0.46080000000000004,50,50,Word n-gram,3,Word n-gram 3
0.523,50,100,Word n-gram,3,Word n-gram 3
0.5710999999999999,50,200,Word n-gram,3,Word n-gram 3
0.612,50,300,Word n-gram,3,Word n-gram 3
0.6602800000000001,50,500,Word n-gram,3,Word n-gram 3
0.5,2,10,Word n-gram,4,Word n-gram 4
0.6,2,20,Word n-gram,4,Word n-gram 4
0.6833333333333333,2,30,Word n-gram,4,Word n-gram 4
0.8,2,50,Word n-gram,4,Word n-gram 4
0.9349999999999999,2,100,Word n-gram,4,Word n-gram 4
0.9974999999999999,2,200,Word n-gram,4,Word n-gram 4
1.0,2,300,Word n-gram,4,Word n-gram 4
1.0,2,500,Word n-gram,4,Word n-gram 4
0.4,3,10,Word n-gram,4,Word n-gram 4
0.4333333333333333,3,20,Word n-gram,4,Word n-gram 4
0.5555555555555556,3,30,Word n-gram,4,Word n-gram 4
0.5599999999999999,3,50,Word n-gram,4,Word n-gram 4
0.6566666666666665,3,100,Word n-gram,4,Word n-gram 4
0.7216666666666667,3,200,Word n-gram,4,Word n-gram 4
0.7411111111111112,3,300,Word n-gram,4,Word n-gram 4
0.7786666666666667,3,500,Word n-gram,4,Word n-gram 4
0.45,4,10,Word n-gram,4,Word n-gram 4
0.4625,4,20,Word n-gram,4,Word n-gram 4
0.5333333333333333,4,30,Word n-gram,4,Word n-gram 4
0.6199999999999999,4,50,Word n-gram,4,Word n-gram 4
0.7224999999999999,4,100,Word n-gram,4,Word n-gram 4
0.77875,4,200,Word n-gram,4,Word n-gram 4
0.8191666666666666,4,300,Word n-gram,4,Word n-gram 4
0.843,4,500,Word n-gram,4,Word n-gram 4
0.42000000000000004,5,10,Word n-gram,4,Word n-gram 4
0.4700000000000001,5,20,Word n-gram,4,Word n-gram 4
0.5666666666666667,5,30,Word n-gram,4,Word n-gram 4
0.708,5,50,Word n-gram,4,Word n-gram 4
0.7779999999999999,5,100,Word n-gram,4,Word n-gram 4
0.825,5,200,Word n-gram,4,Word n-gram 4
0.852,5,300,Word n-gram,4,Word n-gram 4
0.8704000000000001,5,500,Word n-gram,4,Word n-gram 4
0.5,6,10,Word n-gram,4,Word n-gram 4
0.6083333333333333,6,20,Word n-gram,4,Word n-gram 4
0.6611111111111112,6,30,Word n-gram,4,Word n-gram 4
0.7266666666666668,6,50,Word n-gram,4,Word n-gram 4
0.8133333333333332,6,100,Word n-gram,4,Word n-gram 4
0.8716666666666667,6,200,Word n-gram,4,Word n-gram 4
0.8766666666666666,6,300,Word n-gram,4,Word n-gram 4
0.8823333333333334,6,500,Word n-gram,4,Word n-gram 4
0.5142857142857142,7,10,Word n-gram,4,Word n-gram 4
0.6357142857142858,7,20,Word n-gram,4,Word n-gram 4
0.6333333333333333,7,30,Word n-gram,4,Word n-gram 4
0.7200000000000001,7,50,Word n-gram,4,Word n-gram 4
0.78,7,100,Word n-gram,4,Word n-gram 4
0.8307142857142857,7,200,Word n-gram,4,Word n-gram 4
0.8476190476190476,7,300,Word n-gram,4,Word n-gram 4
0.8645714285714285,7,500,Word n-gram,4,Word n-gram 4
0.45,8,10,Word n-gram,4,Word n-gram 4
0.59375,8,20,Word n-gram,4,Word n-gram 4
0.5791666666666667,8,30,Word n-gram,4,Word n-gram 4
0.6675,8,50,Word n-gram,4,Word n-gram 4
0.7424999999999999,8,100,Word n-gram,4,Word n-gram 4
0.7987500000000001,8,200,Word n-gram,4,Word n-gram 4
0.83375,8,300,Word n-gram,4,Word n-gram 4
0.8545,8,500,Word n-gram,4,Word n-gram 4
0.47777777777777775,9,10,Word n-gram,4,Word n-gram 4
0.6166666666666667,9,20,Word n-gram,4,Word n-gram 4
0.6074074074074074,9,30,Word n-gram,4,Word n-gram 4
0.6488888888888888,9,50,Word n-gram,4,Word n-gram 4
0.7388888888888889,9,100,Word n-gram,4,Word n-gram 4
0.8044444444444444,9,200,Word n-gram,4,Word n-gram 4
0.8329629629629629,9,300,Word n-gram,4,Word n-gram 4
0.8644444444444446,9,500,Word n-gram,4,Word n-gram 4
0.41000000000000003,10,10,Word n-gram,4,Word n-gram 4
0.54,10,20,Word n-gram,4,Word n-gram 4
0.5933333333333333,10,30,Word n-gram,4,Word n-gram 4
0.6759999999999999,10,50,Word n-gram,4,Word n-gram 4
0.7420000000000001,10,100,Word n-gram,4,Word n-gram 4
0.7950000000000002,10,200,Word n-gram,4,Word n-gram 4
0.8219999999999998,10,300,Word n-gram,4,Word n-gram 4
0.8625999999999999,10,500,Word n-gram,4,Word n-gram 4
0.46363636363636357,11,10,Word n-gram,4,Word n-gram 4
0.5454545454545454,11,20,Word n-gram,4,Word n-gram 4
0.5575757575757574,11,30,Word n-gram,4,Word n-gram 4
0.6654545454545455,11,50,Word n-gram,4,Word n-gram 4
0.761818181818182,11,100,Word n-gram,4,Word n-gram 4
0.8136363636363635,11,200,Word n-gram,4,Word n-gram 4
0.8357575757575757,11,300,Word n-gram,4,Word n-gram 4
0.8652727272727274,11,500,Word n-gram,4,Word n-gram 4
0.4833333333333334,12,10,Word n-gram,4,Word n-gram 4
0.4833333333333333,12,20,Word n-gram,4,Word n-gram 4
0.5861111111111112,12,30,Word n-gram,4,Word n-gram 4
0.635,12,50,Word n-gram,4,Word n-gram 4
0.6933333333333332,12,100,Word n-gram,4,Word n-gram 4
0.7554166666666667,12,200,Word n-gram,4,Word n-gram 4
0.7847222222222223,12,300,Word n-gram,4,Word n-gram 4
0.8181666666666667,12,500,Word n-gram,4,Word n-gram 4
0.36923076923076925,13,10,Word n-gram,4,Word n-gram 4
0.49615384615384617,13,20,Word n-gram,4,Word n-gram 4
0.5358974358974359,13,30,Word n-gram,4,Word n-gram 4
0.5830769230769232,13,50,Word n-gram,4,Word n-gram 4
0.676923076923077,13,100,Word n-gram,4,Word n-gram 4
0.7480769230769231,13,200,Word n-gram,4,Word n-gram 4
0.7782051282051282,13,300,Word n-gram,4,Word n-gram 4
0.8238461538461539,13,500,Word n-gram,4,Word n-gram 4
0.4214285714285714,14,10,Word n-gram,4,Word n-gram 4
0.49642857142857144,14,20,Word n-gram,4,Word n-gram 4
0.5738095238095238,14,30,Word n-gram,4,Word n-gram 4
0.6114285714285714,14,50,Word n-gram,4,Word n-gram 4
0.6907142857142857,14,100,Word n-gram,4,Word n-gram 4
0.7571428571428571,14,200,Word n-gram,4,Word n-gram 4
0.7895238095238095,14,300,Word n-gram,4,Word n-gram 4
0.8307142857142857,14,500,Word n-gram,4,Word n-gram 4
0.3666666666666667,15,10,Word n-gram,4,Word n-gram 4
0.46333333333333326,15,20,Word n-gram,4,Word n-gram 4
0.4955555555555556,15,30,Word n-gram,4,Word n-gram 4
0.5613333333333334,15,50,Word n-gram,4,Word n-gram 4
0.642,15,100,Word n-gram,4,Word n-gram 4
0.7053333333333333,15,200,Word n-gram,4,Word n-gram 4
0.7431111111111112,15,300,Word n-gram,4,Word n-gram 4
0.7944000000000001,15,500,Word n-gram,4,Word n-gram 4
0.26875,16,10,Word n-gram,4,Word n-gram 4
0.403125,16,20,Word n-gram,4,Word n-gram 4
0.4541666666666666,16,30,Word n-gram,4,Word n-gram 4
0.5199999999999999,16,50,Word n-gram,4,Word n-gram 4
0.5999999999999999,16,100,Word n-gram,4,Word n-gram 4
0.66375,16,200,Word n-gram,4,Word n-gram 4
0.6975,16,300,Word n-gram,4,Word n-gram 4
0.765625,16,500,Word n-gram,4,Word n-gram 4
0.30588235294117644,17,10,Word n-gram,4,Word n-gram 4
0.44411764705882356,17,20,Word n-gram,4,Word n-gram 4
0.5156862745098039,17,30,Word n-gram,4,Word n-gram 4
0.5905882352941176,17,50,Word n-gram,4,Word n-gram 4
0.6729411764705884,17,100,Word n-gram,4,Word n-gram 4
0.7408823529411765,17,200,Word n-gram,4,Word n-gram 4
0.7676470588235293,17,300,Word n-gram,4,Word n-gram 4
0.8123529411764705,17,500,Word n-gram,4,Word n-gram 4
0.3888888888888889,18,10,Word n-gram,4,Word n-gram 4
0.47777777777777786,18,20,Word n-gram,4,Word n-gram 4
0.5518518518518519,18,30,Word n-gram,4,Word n-gram 4
0.5822222222222223,18,50,Word n-gram,4,Word n-gram 4
0.6755555555555557,18,100,Word n-gram,4,Word n-gram 4
0.7541666666666667,18,200,Word n-gram,4,Word n-gram 4
0.7857407407407409,18,300,Word n-gram,4,Word n-gram 4
0.8252222222222223,18,500,Word n-gram,4,Word n-gram 4
0.4,19,10,Word n-gram,4,Word n-gram 4
0.48157894736842105,19,20,Word n-gram,4,Word n-gram 4
0.5157894736842106,19,30,Word n-gram,4,Word n-gram 4
0.571578947368421,19,50,Word n-gram,4,Word n-gram 4
0.6457894736842105,19,100,Word n-gram,4,Word n-gram 4
0.7186842105263158,19,200,Word n-gram,4,Word n-gram 4
0.7542105263157894,19,300,Word n-gram,4,Word n-gram 4
0.7949473684210527,19,500,Word n-gram,4,Word n-gram 4
0.355,20,10,Word n-gram,4,Word n-gram 4
0.4375,20,20,Word n-gram,4,Word n-gram 4
0.475,20,30,Word n-gram,4,Word n-gram 4
0.567,20,50,Word n-gram,4,Word n-gram 4
0.6325000000000001,20,100,Word n-gram,4,Word n-gram 4
0.70675,20,200,Word n-gram,4,Word n-gram 4
0.739,20,300,Word n-gram,4,Word n-gram 4
0.7846,20,500,Word n-gram,4,Word n-gram 4
0.3380952380952381,21,10,Word n-gram,4,Word n-gram 4
0.46428571428571425,21,20,Word n-gram,4,Word n-gram 4
0.4984126984126984,21,30,Word n-gram,4,Word n-gram 4
0.5542857142857143,21,50,Word n-gram,4,Word n-gram 4
0.6557142857142858,21,100,Word n-gram,4,Word n-gram 4
0.7252380952380953,21,200,Word n-gram,4,Word n-gram 4
0.7466666666666667,21,300,Word n-gram,4,Word n-gram 4
0.7885714285714286,21,500,Word n-gram,4,Word n-gram 4
0.38181818181818183,22,10,Word n-gram,4,Word n-gram 4
0.5045454545454545,22,20,Word n-gram,4,Word n-gram 4
0.5166666666666666,22,30,Word n-gram,4,Word n-gram 4
0.5772727272727274,22,50,Word n-gram,4,Word n-gram 4
0.6263636363636363,22,100,Word n-gram,4,Word n-gram 4
0.7279545454545454,22,200,Word n-gram,4,Word n-gram 4
0.7583333333333334,22,300,Word n-gram,4,Word n-gram 4
0.7949999999999999,22,500,Word n-gram,4,Word n-gram 4
0.40434782608695646,23,10,Word n-gram,4,Word n-gram 4
0.4695652173913044,23,20,Word n-gram,4,Word n-gram 4
0.5188405797101449,23,30,Word n-gram,4,Word n-gram 4
0.5617391304347826,23,50,Word n-gram,4,Word n-gram 4
0.6352173913043478,23,100,Word n-gram,4,Word n-gram 4
0.7013043478260871,23,200,Word n-gram,4,Word n-gram 4
0.7420289855072464,23,300,Word n-gram,4,Word n-gram 4
0.7762608695652173,23,500,Word n-gram,4,Word n-gram 4
0.33333333333333337,24,10,Word n-gram,4,Word n-gram 4
0.4208333333333333,24,20,Word n-gram,4,Word n-gram 4
0.5027777777777778,24,30,Word n-gram,4,Word n-gram 4
0.5349999999999999,24,50,Word n-gram,4,Word n-gram 4
0.6091666666666666,24,100,Word n-gram,4,Word n-gram 4
0.6864583333333333,24,200,Word n-gram,4,Word n-gram 4
0.7170833333333333,24,300,Word n-gram,4,Word n-gram 4
0.7630833333333333,24,500,Word n-gram,4,Word n-gram 4
0.388,25,10,Word n-gram,4,Word n-gram 4
0.466,25,20,Word n-gram,4,Word n-gram 4
0.5066666666666666,25,30,Word n-gram,4,Word n-gram 4
0.576,25,50,Word n-gram,4,Word n-gram 4
0.6392,25,100,Word n-gram,4,Word n-gram 4
0.6951999999999999,25,200,Word n-gram,4,Word n-gram 4
0.7242666666666666,25,300,Word n-gram,4,Word n-gram 4
0.7640800000000001,25,500,Word n-gram,4,Word n-gram 4
0.4076923076923077,26,10,Word n-gram,4,Word n-gram 4
0.47307692307692306,26,20,Word n-gram,4,Word n-gram 4
0.5025641025641026,26,30,Word n-gram,4,Word n-gram 4
0.5561538461538461,26,50,Word n-gram,4,Word n-gram 4
0.6453846153846154,26,100,Word n-gram,4,Word n-gram 4
0.7028846153846154,26,200,Word n-gram,4,Word n-gram 4
0.7483333333333333,26,300,Word n-gram,4,Word n-gram 4
0.7744615384615384,26,500,Word n-gram,4,Word n-gram 4
0.4,27,10,Word n-gram,4,Word n-gram 4
0.46111111111111114,27,20,Word n-gram,4,Word n-gram 4
0.48765432098765427,27,30,Word n-gram,4,Word n-gram 4
0.5503703703703703,27,50,Word n-gram,4,Word n-gram 4
0.6348148148148148,27,100,Word n-gram,4,Word n-gram 4
0.6716666666666666,27,200,Word n-gram,4,Word n-gram 4
0.7091358024691358,27,300,Word n-gram,4,Word n-gram 4
0.7524444444444445,27,500,Word n-gram,4,Word n-gram 4
0.37857142857142856,28,10,Word n-gram,4,Word n-gram 4
0.41785714285714287,28,20,Word n-gram,4,Word n-gram 4
0.4666666666666667,28,30,Word n-gram,4,Word n-gram 4
0.5285714285714286,28,50,Word n-gram,4,Word n-gram 4
0.6003571428571428,28,100,Word n-gram,4,Word n-gram 4
0.6551785714285714,28,200,Word n-gram,4,Word n-gram 4
0.6894047619047619,28,300,Word n-gram,4,Word n-gram 4
0.7311428571428571,28,500,Word n-gram,4,Word n-gram 4
0.38965517241379316,29,10,Word n-gram,4,Word n-gram 4
0.44482758620689655,29,20,Word n-gram,4,Word n-gram 4
0.5045977011494254,29,30,Word n-gram,4,Word n-gram 4
0.5427586206896552,29,50,Word n-gram,4,Word n-gram 4
0.6072413793103449,29,100,Word n-gram,4,Word n-gram 4
0.6705172413793103,29,200,Word n-gram,4,Word n-gram 4
0.7036781609195403,29,300,Word n-gram,4,Word n-gram 4
0.7443448275862069,29,500,Word n-gram,4,Word n-gram 4
0.39666666666666667,30,10,Word n-gram,4,Word n-gram 4
0.4600000000000001,30,20,Word n-gram,4,Word n-gram 4
0.46222222222222226,30,30,Word n-gram,4,Word n-gram 4
0.5386666666666666,30,50,Word n-gram,4,Word n-gram 4
0.5803333333333333,30,100,Word n-gram,4,Word n-gram 4
0.6478333333333334,30,200,Word n-gram,4,Word n-gram 4
0.6823333333333333,30,300,Word n-gram,4,Word n-gram 4
0.7332666666666666,30,500,Word n-gram,4,Word n-gram 4
0.3483870967741936,31,10,Word n-gram,4,Word n-gram 4
0.4193548387096774,31,20,Word n-gram,4,Word n-gram 4
0.4548387096774193,31,30,Word n-gram,4,Word n-gram 4
0.5212903225806451,31,50,Word n-gram,4,Word n-gram 4
0.5783870967741935,31,100,Word n-gram,4,Word n-gram 4
0.6472580645161291,31,200,Word n-gram,4,Word n-gram 4
0.6723655913978495,31,300,Word n-gram,4,Word n-gram 4
0.7155483870967742,31,500,Word n-gram,4,Word n-gram 4
0.3625,32,10,Word n-gram,4,Word n-gram 4
0.41875,32,20,Word n-gram,4,Word n-gram 4
0.47916666666666663,32,30,Word n-gram,4,Word n-gram 4
0.511875,32,50,Word n-gram,4,Word n-gram 4
0.5834375,32,100,Word n-gram,4,Word n-gram 4
0.6395312500000001,32,200,Word n-gram,4,Word n-gram 4
0.6763541666666667,32,300,Word n-gram,4,Word n-gram 4
0.7154375,32,500,Word n-gram,4,Word n-gram 4
0.3757575757575758,33,10,Word n-gram,4,Word n-gram 4
0.4333333333333333,33,20,Word n-gram,4,Word n-gram 4
0.45353535353535357,33,30,Word n-gram,4,Word n-gram 4
0.5121212121212121,33,50,Word n-gram,4,Word n-gram 4
0.5784848484848485,33,100,Word n-gram,4,Word n-gram 4
0.6253030303030304,33,200,Word n-gram,4,Word n-gram 4
0.6597979797979797,33,300,Word n-gram,4,Word n-gram 4
